"Statistic","Month","Age Group","Sex","Social Welfare Scheme","UNIT","VALUE"
"Persons on Live Register","1967M10","All ages","Female","Jobseekers allowance applications","Number","556"
"Persons on Live Register","1967M10","All ages","Female","Jobseekers benefit claims","Number","6184"
"Persons on Live Register","1967M10","All ages","Female","Other registrants","Number","2700"
"Persons on Live Register","1967M11","Under 25 years","Both sexes","All classes","Number","0"
"Persons on Live Register","1967M11","Under 25 years","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","Under 25 years","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","Under 25 years","Both sexes","Other registrants","Number",""
"Persons on Live Register","1967M11","Under 25 years","Male","All classes","Number","0"
"Persons on Live Register","1967M11","Under 25 years","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","Under 25 years","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","Under 25 years","Male","Other registrants","Number",""
"Persons on Live Register","1967M11","Under 25 years","Female","All classes","Number","0"
"Persons on Live Register","1967M11","Under 25 years","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","Under 25 years","Female","Other registrants","Number",""
"Persons on Live Register","1967M11","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1967M11","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","25 years and over","Both sexes","Other registrants","Number",""
"Persons on Live Register","1967M11","25 years and over","Male","All classes","Number","0"
"Persons on Live Register","1967M11","25 years and over","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","25 years and over","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","25 years and over","Male","Other registrants","Number",""
"Persons on Live Register","1967M11","25 years and over","Female","All classes","Number","0"
"Persons on Live Register","1967M11","25 years and over","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M11","25 years and over","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M11","25 years and over","Female","Other registrants","Number",""
"Persons on Live Register","1967M11","All ages","Both sexes","All classes","Number","50514"
"Persons on Live Register","1967M11","All ages","Both sexes","Jobseekers allowance applications","Number","20180"
"Persons on Live Register","1967M11","All ages","Both sexes","Jobseekers benefit claims","Number","26664"
"Persons on Live Register","1967M11","All ages","Both sexes","Other registrants","Number","3670"
"Persons on Live Register","1967M11","All ages","Male","All classes","Number","40525"
"Persons on Live Register","1967M11","All ages","Male","Jobseekers allowance applications","Number","19634"
"Persons on Live Register","1967M11","All ages","Male","Jobseekers benefit claims","Number","20005"
"Persons on Live Register","1967M11","All ages","Male","Other registrants","Number","886"
"Persons on Live Register","1967M11","All ages","Female","All classes","Number","9989"
"Persons on Live Register","1967M11","All ages","Female","Jobseekers allowance applications","Number","546"
"Persons on Live Register","1967M11","All ages","Female","Jobseekers benefit claims","Number","6659"
"Persons on Live Register","1967M11","All ages","Female","Other registrants","Number","2784"
"Persons on Live Register","1967M12","Under 25 years","Both sexes","All classes","Number","0"
"Persons on Live Register","1967M12","Under 25 years","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","Under 25 years","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","Under 25 years","Both sexes","Other registrants","Number",""
"Persons on Live Register","1967M12","Under 25 years","Male","All classes","Number","0"
"Persons on Live Register","1967M12","Under 25 years","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","Under 25 years","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","Under 25 years","Male","Other registrants","Number",""
"Persons on Live Register","1967M12","Under 25 years","Female","All classes","Number","0"
"Persons on Live Register","1967M12","Under 25 years","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","Under 25 years","Female","Other registrants","Number",""
"Persons on Live Register","1967M12","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1967M12","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","25 years and over","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","25 years and over","Both sexes","Other registrants","Number",""
"Persons on Live Register","1967M12","25 years and over","Male","All classes","Number","0"
"Persons on Live Register","1967M12","25 years and over","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","25 years and over","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","25 years and over","Male","Other registrants","Number",""
"Persons on Live Register","1967M12","25 years and over","Female","All classes","Number","0"
"Persons on Live Register","1967M12","25 years and over","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1967M12","25 years and over","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1967M12","25 years and over","Female","Other registrants","Number",""
"Persons on Live Register","1967M12","All ages","Both sexes","All classes","Number","57395"
"Persons on Live Register","1967M12","All ages","Both sexes","Jobseekers allowance applications","Number","21292"
"Persons on Live Register","1967M12","All ages","Both sexes","Jobseekers benefit claims","Number","32985"
"Persons on Live Register","1967M12","All ages","Both sexes","Other registrants","Number","3118"
"Persons on Live Register","1967M12","All ages","Male","All classes","Number","46217"
"Persons on Live Register","1967M12","All ages","Male","Jobseekers allowance applications","Number","20716"
"Persons on Live Register","1967M12","All ages","Male","Jobseekers benefit claims","Number","24619"
"Persons on Live Register","1967M12","All ages","Male","Other registrants","Number","882"
"Persons on Live Register","1967M12","All ages","Female","All classes","Number","11178"
"Persons on Live Register","1967M12","All ages","Female","Jobseekers allowance applications","Number","576"
"Persons on Live Register","1967M12","All ages","Female","Jobseekers benefit claims","Number","8366"
"Persons on Live Register","1967M12","All ages","Female","Other registrants","Number","2236"
"Persons on Live Register","1968M01","Under 25 years","Both sexes","All classes","Number","0"
"Persons on Live Register","1968M01","Under 25 years","Both sexes","Jobseekers allowance applications","Number",""
"Persons on Live Register","1968M01","Under 25 years","Both sexes","Jobseekers benefit claims","Number",""
"Persons on Live Register","1968M01","Under 25 years","Both sexes","Other registrants","Number",""
"Persons on Live Register","1968M01","Under 25 years","Male","All classes","Number","0"
"Persons on Live Register","1968M01","Under 25 years","Male","Jobseekers allowance applications","Number",""
"Persons on Live Register","1968M01","Under 25 years","Male","Jobseekers benefit claims","Number",""
"Persons on Live Register","1968M01","Under 25 years","Male","Other registrants","Number",""
"Persons on Live Register","1968M01","Under 25 years","Female","All classes","Number","0"
"Persons on Live Register","1968M01","Under 25 years","Female","Jobseekers allowance applications","Number",""
"Persons on Live Register","1968M01","Under 25 years","Female","Jobseekers benefit claims","Number",""
"Persons on Live Register","1968M01","Under 25 years","Female","Other registrants","Number",""
"Persons on Live Register","1968M01","25 years and over","Both sexes","All classes","Number","0"
"Persons on Live Register","1968M01","25 years and over","Both sexes","Jobseekers allowance applications","Number",""
